c Rsat version 3.01
c Random seed = 91648253
c +----+-----------------+------------------+----------------------------------+---------------------------+---------+---------------------+
c | Re | Conflicts       | Original         | Learned                          | Decisions                 |  Time   | KB                  |
c | 6315 | 18642968 18642969 |   33221    69612 | 7273198 4574582 181607849    39.7 |     670     263.78  0.766 |   2.540 |    0    0    0    0 |(+ 0,- 0)
c | 6316 | 18643481 18643481 |   33221    69612 | 7273198 4575094 181625378    39.7 |     683     275.40  0.750 |   2.480 |    0    0    0    0 |(+ 0,- 0)
c | 6317 | 18644505 18644505 |   33221    69612 | 7273198 4576118 181663571    39.7 |    1305     251.93  0.785 |   5.180 |    0    0    0    0 |(+ 0,- 0)
c | 6318 | 18645017 18645018 |   33221    69612 | 7273198 4576631 181680479    39.7 |     720     203.39  0.713 |   3.540 |    0    0    0    0 |(+ 0,- 0)
c | 6319 | 18645530 18645530 |   33221    69612 | 7273198 4577143 181693645    39.7 |     593     122.52  0.863 |   4.840 |    0    0    0    0 |(+ 0,- 0)
c | 6320 | 18646554 18646555 |   33221    69612 | 7273198 4578168 181718164    39.7 |    1167     154.37  0.878 |   7.560 |    0    0    0    0 |(+ 0,- 0)
c | 6321 | 18648603 18648604 |   33221    69612 | 7273198 4580217 181802125    39.7 |    2757     536.38  0.743 |   5.140 |    0    0    0    0 |(+ 0,- 0)
c | 6322 | 18649116 18649117 |   33221    69612 | 7273198 4580730 181818661    39.7 |     629     345.60  0.816 |   1.820 |    0    0    0    0 |(+ 0,- 0)
c | 6323 | 18649629 18649629 |   33221    69612 | 7273198 4581242 181838587    39.7 |     640     268.91  0.800 |   2.380 |    0    0    0    0 |(+ 0,- 0)
c | 6324 | 18650653 18650654 |   33221    69612 | 7273198 4582267 181881463    39.7 |    1351     404.49  0.759 |   3.340 |    0    0    0    0 |(+ 0,- 0)
c | 6325 | 18651166 18651166 |   33221    69612 | 7273198 4582779 181898515    39.7 |     634     337.23  0.808 |   1.880 |    0    0    0    0 |(+ 0,- 0)
c | 6326 | 18651678 18651678 |   33221    69612 | 7273198 4583291 181917244    39.7 |     685     216.77  0.747 |   3.160 |    0    0    0    0 |(+ 0,- 0)
c | 6327 | 18652702 18652702 |   33221    69612 | 7273198 4584315 181952899    39.7 |    1361     275.51  0.752 |   4.940 |    0    0    0    0 |(+ 0,- 0)
c | 6328 | 18654750 18654752 |   33221    69612 | 7273198 4586365 182024974    39.7 |    2566     230.34  0.799 |  11.140 |    0    0    0    0 |(+ 0,- 0)
c | 6329 | 18658848 18658849 |   33221    69612 | 7273198 4590462 182184770    39.7 |    5072     241.29  0.808 |  21.020 |    0    0    0    0 |(+ 0,- 0)
c | 6330 | 18667041 18667042 |   33221    69612 | 7273198 4598655 182523359    39.7 |   10344     423.24  0.792 |  24.440 |    0    0    0    0 |(+ 0,- 0)
c | 6331 | 18683426 18683426 |   33221    69612 | 7273198 4615039 183208250    39.7 |   20457     260.80  0.801 |  78.440 |    0    0    0    0 |(+ 0,- 0)
c | 6332 | 18683938 18683942 |   33221    69612 | 7273198 4615555 183224895    39.7 |     616     231.58  0.838 |   2.660 |    0    0    0    0 |(+ 0,- 0)
c | 6333 | 18684454 18684456 |   33221    69612 | 7273198 4616069 183242202    39.7 |     695     255.51  0.740 |   2.720 |    0    0    0    0 |(+ 0,- 0)
c | 6334 | 18685480 18685480 |   33221    69612 | 7273198 4617093 183279769    39.7 |    1238     211.26  0.827 |   5.860 |    0    0    0    0 |(+ 0,- 0)
c | 6335 | 18685992 18685992 |   33221    69612 | 7273198 4617605 183301871    39.7 |     740     381.44  0.692 |   1.940 |    0    0    0    0 |(+ 0,- 0)
c | 6336 | 18686504 18686506 |   33221    69612 | 7273198 4618119 183324996    39.7 |     757     226.65  0.679 |   3.340 |    0    0    0    0 |(+ 0,- 0)
c | 6337 | 18687530 18687530 |   33221    69612 | 7273198 4619143 183355690    39.7 |    1569     224.14  0.653 |   7.000 |    0    0    0    0 |(+ 0,- 0)
c | 6338 | 18689578 18689579 |   33221    69612 | 7273198 4621192 183440784    39.7 |    2678     337.28  0.765 |   7.940 |    0    0    0    0 |(+ 0,- 0)
c | 6339 | 18690091 18690091 |   33221    69612 | 7273198 4621704 183459789    39.7 |     712     523.53  0.719 |   1.360 |    0    0    0    0 |(+ 0,- 0)
c | 6340 | 18690603 18690603 |   33221    69612 | 7273198 4622216 183473775    39.7 |     702     258.09  0.729 |   2.720 |    0    0    0    0 |(+ 0,- 0)
c | 6341 | 18691627 18691627 |   33221    69612 | 7273198 4623240 183516831    39.7 |    1544     584.85  0.663 |   2.640 |    0    0    0    0 |(+ 0,- 0)
c | 6342 | 18692139 18692142 |   33221    69612 | 7273198 4623755 183534656    39.7 |     685     646.23  0.752 |   1.060 |    0    0    0    0 |(+ 0,- 0)
c | 6343 | 18692654 18692654 |   33221    69612 | 7273198 4624267 183552911    39.7 |     824     542.11  0.621 |   1.520 |    0    0    0    0 |(+ 0,- 0)
c | 6344 | 18693678 18693679 |   33221    69612 | 7273198 4625292 183593972    39.7 |    1427     557.42  0.718 |   2.560 |    0    0    0    0 |(+ 0,- 0)
c | 6345 | 18695727 18695727 |   33221    69612 | 7273198 4627340 183672225    39.7 |    2682     411.35  0.764 |   6.520 |    0    0    0    0 |(+ 0,- 0)
c | 6346 | 18699823 18699825 |   33221    69612 | 7273198 4631438 183822256    39.7 |    4873     190.95  0.841 |  25.520 |    0    0    0    0 |(+ 0,- 0)
c | 6347 | 18700337 18700338 |   33221    69612 | 7273198 4631951 183845300    39.7 |     695     302.17  0.738 |   2.300 |    0    0    0    0 |(+ 0,- 0)
c | 6348 | 18700850 18700852 |   33221    69612 | 7273198 4632465 183865939    39.7 |     683     279.92  0.753 |   2.440 |    0    0    0    0 |(+ 0,- 0)
c | 6349 | 18701876 18701878 |   33221    69612 | 7273198 4633491 183910566    39.7 |    1287     197.39  0.797 |   6.520 |    0    0    0    0 |(+ 0,- 0)
c | 6350 | 18702390 18702390 |   33221    69612 | 7273198 4634003 183926992    39.7 |     622     246.83  0.823 |   2.520 |    0    0    0    0 |(+ 0,- 0)
c | 6351 | 18702902 18702904 |   33221    69612 | 7273198 4634517 183945310    39.7 |     653     263.31  0.787 |   2.480 |    0    0    0    0 |(+ 0,- 0)
c | 6352 | 18703928 18703928 |   33221    69612 | 7273198 4635541 183989537    39.7 |    1281     264.67  0.799 |   4.840 |    0    0    0    0 |(+ 0,- 0)
c | 6353 | 18705976 18705977 |   33221    69612 | 7273198 4637590 184065416    39.7 |    2511     289.95  0.816 |   8.660 |    0    0    0    0 |(+ 0,- 0)
c | 6354 | 18706489 18706489 |   33221    69612 | 7273198 4638102 184079343    39.7 |     681     188.12  0.752 |   3.620 |    0    0    0    0 |(+ 0,- 0)
c | 6355 | 18707001 18707001 |   33221    69612 | 7273198 4638614 184097858    39.7 |     620     164.02  0.826 |   3.780 |    0    0    0    0 |(+ 0,- 0)
c | 6356 | 18708025 18708027 |   33221    69612 | 7273198 4639640 184142535    39.7 |    1346     283.97  0.762 |   4.740 |    0    0    0    0 |(+ 0,- 0)
c | 6357 | 18708539 18708539 |   33221    69612 | 7273198 4640152 184163181    39.7 |     670     173.58  0.764 |   3.860 |    0    0    0    0 |(+ 0,- 0)
c | 6358 | 18709051 18709051 |   33221    69612 | 7273198 4640664 184187985    39.7 |     754     314.17  0.679 |   2.400 |    0    0    0    0 |(+ 0,- 0)
c | 6359 | 18710075 18710075 |   33221    69612 | 7273198 4641688 184222081    39.7 |    1235     304.19  0.829 |   4.060 |    0    0    0    0 |(+ 0,- 0)
c | 6360 | 18712123 18712123 |   33221    69612 | 7273198 4643736 184297364    39.7 |    2551     190.66  0.803 |  13.380 |    0    0    0    0 |(+ 0,- 0)
c | 6361 | 18716219 18716219 |   33221    69612 | 7273198 4647832 184458065    39.7 |    5062     295.33  0.809 |  17.140 |    0    0    0    0 |(+ 0,- 0)
c | 6362 | 18724411 18724411 |   33221    69612 | 7273198 4656024 184794656    39.7 |   10407     358.86  0.787 |  29.000 |    0    0    0    0 |(+ 0,- 0)
c | 6363 | 18724923 18724925 |   33221    69612 | 7273198 4656538 184810840    39.7 |     754     448.81  0.682 |   1.680 |    0    0    0    0 |(+ 0,- 0)
c | 6364 | 18725437 18725439 |   33221    69612 | 7273198 4657052 184830980    39.7 |     673     494.85  0.764 |   1.360 |    0    0    0    0 |(+ 0,- 0)
c | 6365 | 18726463 18726467 |   33221    69612 | 7273198 4658080 184868298    39.7 |    1349     356.88  0.762 |   3.780 |    0    0    0    0 |(+ 0,- 0)
c | 6366 | 18726979 18726979 |   33221    69612 | 7273198 4658592 184884651    39.7 |     617     328.19  0.830 |   1.880 |    0    0    0    0 |(+ 0,- 0)
c | 6367 | 18727491 18727491 |   33221    69612 | 7273198 4659104 184901890    39.7 |     630     315.00  0.813 |   2.000 |    0    0    0    0 |(+ 0,- 0)
c | 6368 | 18728515 18728515 |   33221    69612 | 7273198 4660128 184940874    39.7 |    1331     336.11  0.769 |   3.960 |    0    0    0    0 |(+ 0,- 0)
c | 6369 | 18730563 18730565 |   33221    69612 | 7273198 4662178 185014164    39.7 |    2557     348.37  0.802 |   7.340 |    0    0    0    0 |(+ 0,- 0)
c | 6370 | 18731077 18731077 |   33221    69612 | 7273198 4662690 185035900    39.7 |     664     461.11  0.771 |   1.440 |    0    0    0    0 |(+ 0,- 0)
c | 6371 | 18731589 18731590 |   33221    69612 | 7273198 4663203 185055904    39.7 |     713     216.06  0.719 |   3.300 |    0    0    0    0 |(+ 0,- 0)
c | 6372 | 18732614 18732617 |   33221    69612 | 7273198 4664230 185091834    39.7 |    1343     357.18  0.765 |   3.760 |    0    0    0    0 |(+ 0,- 0)
c | 6373 | 18733129 18733129 |   33221    69612 | 7273198 4664742 185108370    39.7 |     591     184.69  0.866 |   3.200 |    0    0    0    0 |(+ 0,- 0)
c | 6374 | 18733641 18733641 |   33221    69612 | 7273198 4665254 185125210    39.7 |     699     379.89  0.732 |   1.840 |    0    0    0    0 |(+ 0,- 0)
c | 6375 | 18734665 18734665 |   33221    69612 | 7273198 4666278 185165270    39.7 |    1356     354.97  0.755 |   3.820 |    0    0    0    0 |(+ 0,- 0)
c | 6376 | 18736713 18736715 |   33221    69612 | 7273198 4668328 185247915    39.7 |    2767     501.27  0.741 |   5.520 |    0    0    0    0 |(+ 0,- 0)
c | 6377 | 18740811 18740813 |   33221    69612 | 7273198 4672426 185408245    39.7 |    5246     395.03  0.781 |  13.280 |    0    0    0    0 |(+ 0,- 0)
c | 6378 | 18741325 18741325 |   33221    69612 | 7273198 4672938 185428183    39.7 |     693     568.03  0.739 |   1.220 |    0    0    0    0 |(+ 0,- 0)
c | 6379 | 18741837 18741838 |   33221    69612 | 7273198 4673451 185447506    39.7 |     667     433.12  0.769 |   1.540 |    0    0    0    0 |(+ 0,- 0)
c | 6380 | 18742862 18742863 |   33221    69612 | 7273198 4674476 185482892    39.7 |    1325     358.11  0.774 |   3.700 |    0    0    0    0 |(+ 0,- 0)
c | 6381 | 18743375 18743375 |   33221    69612 | 7273198 4674988 185508252    39.7 |     666     260.16  0.769 |   2.560 |    0    0    0    0 |(+ 0,- 0)
c | 6382 | 18743887 18743887 |   33221    69612 | 7273198 4675500 185533437    39.7 |     747     472.78  0.685 |   1.580 |    0    0    0    0 |(+ 0,- 0)
c | 6383 | 18744911 18744911 |   33221    69612 | 7273198 4676524 185572078    39.7 |    1239     433.22  0.826 |   2.860 |    0    0    0    0 |(+ 0,- 0)
c | 6384 | 18746959 18746960 |   33221    69612 | 7273198 4678573 185650210    39.7 |    2578     431.10  0.795 |   5.980 |    0    0    0    0 |(+ 0,- 0)
c | 6385 | 18747472 18747473 |   33221    69612 | 7273198 4679086 185668923    39.7 |     627     337.10  0.818 |   1.860 |    0    0    0    0 |(+ 0,- 0)
c | 6386 | 18747985 18747985 |   33221    69612 | 7273198 4679598 185691596    39.7 |     659     540.16  0.777 |   1.220 |    0    0    0    0 |(+ 0,- 0)
c | 6387 | 18749009 18749009 |   33221    69612 | 7273198 4680622 185729042    39.7 |    1299     545.80  0.788 |   2.380 |    0    0    0    0 |(+ 0,- 0)
c | 6388 | 18749521 18749521 |   33221    69612 | 7273198 4681134 185747355    39.7 |     698     505.80  0.734 |   1.380 |    0    0    0    0 |(+ 0,- 0)
c | 6389 | 18750033 18750033 |   33221    69612 | 7273198 4681646 185767469    39.7 |     690     539.06  0.742 |   1.280 |    0    0    0    0 |(+ 0,- 0)
c | 6390 | 18751057 18751058 |   33221    69612 | 7273198 4682671 185803809    39.7 |    1435     356.97  0.714 |   4.020 |    0    0    0    0 |(+ 0,- 0)
c | 6391 | 18753106 18753107 |   33221    69612 | 7273198 4684720 185884996    39.7 |    2886     238.51  0.710 |  12.100 |    0    0    0    0 |(+ 0,- 0)
c | 6392 | 18757203 18757203 |   33221    69612 | 7273198 4688816 186046747    39.7 |    5079     233.62  0.806 |  21.740 |    0    0    0    0 |(+ 0,- 0)
c | 6393 | 18765395 18765395 |   33221    69612 | 7273198 4697008 186363746    39.7 |   10250     229.41  0.799 |  44.680 |    0    0    0    0 |(+ 0,- 0)
c | 6394 | 18781779 18781779 |   33221    69612 | 7273198 4713392 186977508    39.7 |   19896     197.50  0.823 | 100.740 |    0    0    0    0 |(+ 0,- 0)
c | 6395 | 18814547 18814548 |   33221    69612 | 7273198 4746161 188200753    39.7 |   39202     269.87  0.836 | 145.260 |    0    0    0    0 |(+ 0,- 0)
c | 6396 | 18880084 18880088 |   33221    69612 | 7273198 4811701 190883123    39.7 |   82532     303.05  0.794 | 272.340 |    0    0    0    0 |(+ 0,- 0)
c | 6397 | 18880600 18880601 |   33221    69612 | 7273198 4812214 190900798    39.7 |     620     223.02  0.827 |   2.780 |    0    0    0    0 |(+ 0,- 0)
c | 6398 | 18881113 18881115 |   33221    69612 | 7273198 4812728 190923636    39.7 |     721     572.22  0.713 |   1.260 |    0    0    0    0 |(+ 0,- 0)
c | 6399 | 18882139 18882140 |   33221    69612 | 7273198 4813753 190964156    39.7 |    1294     455.63  0.792 |   2.840 |    0    0    0    0 |(+ 0,- 0)
c | 6400 | 18882652 18882652 |   33221    69612 | 7273198 4814265 190983556    39.7 |     609     207.14  0.841 |   2.940 |    0    0    0    0 |(+ 0,- 0)
c | 6401 | 18883164 18883166 |   33221    69612 | 7273198 4814779 191011620    39.7 |     742     522.54  0.693 |   1.420 |    0    0    0    0 |(+ 0,- 0)
c | 6402 | 18884190 18884190 |   33221    69612 | 7273198 4815803 191050995    39.7 |    1446     257.30  0.708 |   5.620 |    0    0    0    0 |(+ 0,- 0)
c | 6403 | 18886238 18886238 |   33221    69612 | 7273198 4817851 191124806    39.7 |    2472     184.20  0.828 |  13.420 |    0    0    0    0 |(+ 0,- 0)
c | 6404 | 18886750 18886750 |   33221    69612 | 7273198 4818363 191147808    39.7 |     644     453.52  0.795 |   1.420 |    0    0    0    0 |(+ 0,- 0)
c | 6405 | 18887262 18887262 |   33221    69612 | 7273198 4818875 191164837    39.7 |     634     326.80  0.808 |   1.940 |    0    0    0    0 |(+ 0,- 0)
c | 6406 | 18888286 18888286 |   33221    69612 | 7273198 4819899 191202907    39.7 |    1368     318.14  0.749 |   4.300 |    0    0    0    0 |(+ 0,- 0)
c | 6407 | 18888798 18888799 |   33221    69612 | 7273198 4820412 191221868    39.7 |     795     336.86  0.645 |   2.360 |    0    0    0    0 |(+ 0,- 0)
c | 6408 | 18889311 18889312 |   33221    69612 | 7273198 4820925 191238783    39.7 |     624     180.35  0.822 |   3.460 |    0    0    0    0 |(+ 0,- 0)
c | 6409 | 18890336 18890337 |   33221    69612 | 7273198 4821950 191273107    39.7 |    1248     180.35  0.821 |   6.920 |    0    0    0    0 |(+ 0,- 0)
c | 6410 | 18892385 18892385 |   33221    69612 | 7273198 4823998 191375212    39.7 |    2875     272.77  0.712 |  10.540 |    0    0    0    0 |(+ 0,- 0)
c | 6411 | 18896481 18896483 |   33221    69612 | 7273198 4828096 191547386    39.7 |    5560     251.36  0.737 |  22.120 |    0    0    0    0 |(+ 0,- 0)
c | 6412 | 18896995 18896995 |   33221    69612 | 7273198 4828608 191563541    39.7 |     606     179.29  0.845 |   3.380 |    0    0    0    0 |(+ 0,- 0)
c | 6413 | 18897507 18897507 |   33221    69612 | 7273198 4829120 191580252    39.7 |     628     144.70  0.815 |   4.340 |    0    0    0    0 |(+ 0,- 0)
c | 6414 | 18898531 18898533 |   33221    69612 | 7273198 4830146 191617084    39.7 |    1237     211.82  0.829 |   5.840 |    0    0    0    0 |(+ 0,- 0)
c | 6415 | 18899045 18899045 |   33221    69612 | 7273198 4830658 191635127    39.7 |     633     239.77  0.809 |   2.640 |    0    0    0    0 |(+ 0,- 0)
c | 6416 | 18899557 18899558 |   33221    69612 | 7273198 4831171 191650220    39.7 |     604     206.85  0.849 |   2.920 |    0    0    0    0 |(+ 0,- 0)
c | 6417 | 18900582 18900583 |   33221    69612 | 7273198 4832196 191694472    39.7 |    1253     152.43  0.818 |   8.220 |    0    0    0    0 |(+ 0,- 0)
c | 6418 | 18902631 18902631 |   33221    69612 | 7273198 4834244 191769317    39.7 |    2489     180.89  0.823 |  13.760 |    0    0    0    0 |(+ 0,- 0)
c | 6419 | 18903143 18903145 |   33221    69612 | 7273198 4834758 191785207    39.7 |     592     238.71  0.868 |   2.480 |    0    0    0    0 |(+ 0,- 0)
c | 6420 | 18903657 18903659 |   33221    69612 | 7273198 4835272 191802758    39.7 |     607     259.40  0.847 |   2.340 |    0    0    0    0 |(+ 0,- 0)
c | 6421 | 18904683 18904683 |   33221    69612 | 7273198 4836296 191843920    39.7 |    1204     179.70  0.850 |   6.700 |    0    0    0    0 |(+ 0,- 0)
c | 6422 | 18905195 18905198 |   33221    69612 | 7273198 4836811 191863665    39.7 |     618     278.38  0.833 |   2.220 |    0    0    0    0 |(+ 0,- 0)
c | 6423 | 18905710 18905711 |   33221    69612 | 7273198 4837324 191879858    39.7 |     610     287.74  0.841 |   2.120 |    0    0    0    0 |(+ 0,- 0)
c | 6424 | 18906735 18906736 |   33221    69612 | 7273198 4838349 191918225    39.7 |    1235     233.02  0.830 |   5.300 |    0    0    0    0 |(+ 0,- 0)
c | 6425 | 18908784 18908785 |   33221    69612 | 7273198 4840398 191997822    39.7 |    2692     292.61  0.761 |   9.200 |    0    0    0    0 |(+ 0,- 0)
c | 6426 | 18912881 18912881 |   33221    69612 | 7273198 4844494 192167038    39.7 |    5131     200.90  0.798 |  25.540 |    0    0    0    0 |(+ 0,- 0)
c | 6427 | 18921073 18921074 |   33221    69612 | 7273198 4852687 192460615    39.7 |    9954     214.25  0.823 |  46.460 |    0    0    0    0 |(+ 0,- 0)
c | 6428 | 18921586 18921586 |   33221    69612 | 7273198 4853199 192474850    39.7 |     659     199.70  0.777 |   3.300 |    0    0    0    0 |(+ 0,- 0)
c | 6429 | 18922098 18922098 |   33221    69612 | 7273198 4853711 192494504    39.7 |     610     181.55  0.839 |   3.360 |    0    0    0    0 |(+ 0,- 0)
c | 6430 | 18923122 18923122 |   33221    69612 | 7273198 4854735 192522769    39.7 |    1167     201.21  0.877 |   5.800 |    0    0    0    0 |(+ 0,- 0)
c | 6431 | 18923634 18923634 |   33221    69612 | 7273198 4855247 192542622    39.7 |     720     367.35  0.711 |   1.960 |    0    0    0    0 |(+ 0,- 0)
c | 6432 | 18924146 18924146 |   33221    69612 | 7273198 4855759 192564580    39.7 |     671     479.29  0.763 |   1.400 |    0    0    0    0 |(+ 0,- 0)
c | 6433 | 18925170 18925171 |   33221    69612 | 7273198 4856784 192600127    39.7 |    1373     532.17  0.747 |   2.580 |    0    0    0    0 |(+ 0,- 0)
c | 6434 | 18927219 18927219 |   33221    69612 | 7273198 4858832 192672900    39.7 |    2634     354.03  0.778 |   7.440 |    0    0    0    0 |(+ 0,- 0)
c | 6435 | 18927731 18927732 |   33221    69612 | 7273198 4859345 192691387    39.7 |     642     386.75  0.799 |   1.660 |    0    0    0    0 |(+ 0,- 0)
c | 6436 | 18928244 18928246 |   33221    69612 | 7273198 4859859 192709649    39.7 |     628     257.38  0.818 |   2.440 |    0    0    0    0 |(+ 0,- 0)
c | 6437 | 18929270 18929271 |   33221    69612 | 7273198 4860884 192750549    39.7 |    1366     221.75  0.750 |   6.160 |    0    0    0    0 |(+ 0,- 0)
